,StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label,Botnet,feature
387853,2011/08/18 11:54:09.850548,0.000469,1,147.32.84.170,45375,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
387854,2011/08/18 11:54:09.851532,0.000354,1,147.32.84.170,42945,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
387855,2011/08/18 11:54:09.852591,0.018727,2,147.32.84.170,58043,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
387938,2011/08/18 11:54:10.982840,21.141056,2,147.32.84.170,50426,   ->,77.75.77.120,80,FSPA_FSPA,0.0,0.0,36,22788,4789,flow=From-Normal-V51-Stribrek,False,2.0
387979,2011/08/18 11:54:11.570537,20.553404,2,147.32.84.170,50427,   ->,77.75.77.120,80,FSPA_FSPA,0.0,0.0,43,32474,3945,flow=From-Normal-V51-Stribrek,False,2.0
387980,2011/08/18 11:54:11.570702,20.553242,2,147.32.84.170,50428,   ->,77.75.77.120,80,FSPA_FSPA,0.0,0.0,33,21233,4670,flow=From-Normal-V51-Stribrek,False,2.0
387981,2011/08/18 11:54:11.608739,0.000357,1,147.32.84.170,47448,  <->,147.32.80.9,53,CON,0.0,0.0,2,198,74,flow=From-Normal-V51-Stribrek,False,1.0
387982,2011/08/18 11:54:11.609474,0.000323,1,147.32.84.170,34923,  <->,147.32.80.9,53,CON,0.0,0.0,2,198,74,flow=From-Normal-V51-Stribrek,False,1.0
387983,2011/08/18 11:54:11.610185,0.000379,1,147.32.84.170,52039,  <->,147.32.80.9,53,CON,0.0,0.0,2,198,74,flow=From-Normal-V51-Stribrek,False,1.0
387984,2011/08/18 11:54:11.611084,0.004765999999999999,2,147.32.84.170,36168,   ->,77.75.77.158,80,FSPA_FSPA,0.0,0.0,10,1866,1284,flow=From-Normal-V51-Stribrek,False,1.0
387985,2011/08/18 11:54:11.613160,0.00020299999999999997,1,147.32.84.170,39272,  <->,147.32.80.9,53,CON,0.0,0.0,2,198,74,flow=From-Normal-V51-Stribrek,False,1.0
387986,2011/08/18 11:54:11.613671,0.000181,1,147.32.84.170,33160,  <->,147.32.80.9,53,CON,0.0,0.0,2,198,74,flow=From-Normal-V51-Stribrek,False,0.0
387987,2011/08/18 11:54:11.614342,0.00031800000000000003,1,147.32.84.170,56781,  <->,147.32.80.9,53,CON,0.0,0.0,2,198,74,flow=From-Normal-V51-Stribrek,False,1.0
387988,2011/08/18 11:54:11.615365,10.506973,2,147.32.84.170,58952,   ->,77.75.77.127,80,FSPA_FSPA,0.0,0.0,16,8315,2544,flow=From-Normal-V51-Stribrek,False,2.0
387996,2011/08/18 11:54:11.624139,0.0045520000000000005,2,147.32.84.170,38847,   ->,77.78.99.22,80,FSPA_FSPA,0.0,0.0,9,2130,1246,flow=From-Normal-V51-Stribrek,False,1.0
387998,2011/08/18 11:54:11.663729,20.460173,2,147.32.84.170,50432,   ->,77.75.77.120,80,FSPA_FSPA,0.0,0.0,14,3439,2360,flow=From-Normal-V51-Stribrek,False,2.0
387999,2011/08/18 11:54:11.663940,20.459991,2,147.32.84.170,50433,   ->,77.75.77.120,80,FSPA_FSPA,0.0,0.0,11,2123,1314,flow=From-Normal-V51-Stribrek,False,2.0
388000,2011/08/18 11:54:11.664039,20.459867000000003,2,147.32.84.170,50434,   ->,77.75.77.120,80,FSPA_FSPA,0.0,0.0,11,2124,1315,flow=From-Normal-V51-Stribrek,False,2.0
388001,2011/08/18 11:54:11.664564,10.457766000000001,2,147.32.84.170,58957,   ->,77.75.77.127,80,FSPA_FSPA,0.0,0.0,20,10928,3635,flow=From-Normal-V51-Stribrek,False,2.0
388002,2011/08/18 11:54:11.664703,10.457902,2,147.32.84.170,58958,   ->,77.75.77.127,80,FSPA_FSPA,0.0,0.0,12,4290,1373,flow=From-Normal-V51-Stribrek,False,2.0
388003,2011/08/18 11:54:11.664848,10.45753,2,147.32.84.170,58959,   ->,77.75.77.127,80,FSPA_FSPA,0.0,0.0,17,8343,2482,flow=From-Normal-V51-Stribrek,False,2.0
388004,2011/08/18 11:54:11.664999,10.457343,2,147.32.84.170,58960,   ->,77.75.77.127,80,FSPA_FSPA,0.0,0.0,20,10807,3575,flow=From-Normal-V51-Stribrek,False,2.0
388005,2011/08/18 11:54:11.665138,10.457196000000001,2,147.32.84.170,58961,   ->,77.75.77.127,80,FSPA_FSPA,0.0,0.0,12,3865,1366,flow=From-Normal-V51-Stribrek,False,2.0
388013,2011/08/18 11:54:11.750323,0.002912,1,147.32.84.170,46911,  <->,147.32.80.9,53,CON,0.0,0.0,2,156,78,flow=From-Normal-V51-Stribrek,False,1.0
388014,2011/08/18 11:54:11.750517,0.027975999999999997,1,147.32.84.170,43164,  <->,147.32.80.9,53,CON,0.0,0.0,2,248,80,flow=From-Normal-V51-Stribrek,False,1.0
388015,2011/08/18 11:54:11.750678,0.039669,1,147.32.84.170,49246,  <->,147.32.80.9,53,CON,0.0,0.0,2,227,74,flow=From-Normal-V51-Stribrek,False,1.0
388016,2011/08/18 11:54:11.753510,0.001663,1,147.32.84.170,36849,  <->,147.32.80.9,53,CON,0.0,0.0,2,156,78,flow=From-Normal-V51-Stribrek,False,1.0
388017,2011/08/18 11:54:11.755413,0.002092,1,147.32.84.170,59073,  <->,147.32.80.9,53,CON,0.0,0.0,2,239,78,flow=From-Normal-V51-Stribrek,False,1.0
388018,2011/08/18 11:54:11.758492,0.019584999999999998,1,147.32.84.170,33391,  <->,147.32.80.9,53,CON,0.0,0.0,2,266,89,flow=From-Normal-V51-Stribrek,False,1.0
388021,2011/08/18 11:54:11.778499,0.009983,1,147.32.84.170,44971,  <->,147.32.80.9,53,CON,0.0,0.0,2,327,89,flow=From-Normal-V51-Stribrek,False,1.0
388022,2011/08/18 11:54:11.778829,0.009917,1,147.32.84.170,46877,  <->,147.32.80.9,53,CON,0.0,0.0,2,309,80,flow=From-Normal-V51-Stribrek,False,1.0
388024,2011/08/18 11:54:11.790421,0.06407,1,147.32.84.170,59485,  <->,147.32.80.9,53,CON,0.0,0.0,2,217,74,flow=From-Normal-V51-Stribrek,False,1.0
388025,2011/08/18 11:54:11.790520,0.005171,1,147.32.84.170,59363,  <->,147.32.80.9,53,CON,0.0,0.0,2,220,72,flow=From-Normal-V51-Stribrek,False,1.0
388026,2011/08/18 11:54:11.790527,0.003423,1,147.32.84.170,42154,  <->,147.32.80.9,53,CON,0.0,0.0,2,271,74,flow=From-Normal-V51-Stribrek,False,1.0
388027,2011/08/18 11:54:11.794852,0.0017920000000000002,1,147.32.84.170,51707,  <->,147.32.80.9,53,CON,0.0,0.0,2,218,79,flow=From-Normal-V51-Stribrek,False,1.0
388028,2011/08/18 11:54:11.796086,0.00037400000000000004,1,147.32.84.170,53535,  <->,147.32.80.9,53,CON,0.0,0.0,2,265,72,flow=From-Normal-V51-Stribrek,False,1.0
388029,2011/08/18 11:54:11.796873,0.000366,1,147.32.84.170,44390,  <->,147.32.80.9,53,CON,0.0,0.0,2,218,79,flow=From-Normal-V51-Stribrek,False,1.0
388030,2011/08/18 11:54:11.797228,0.040729,1,147.32.84.170,56826,  <->,147.32.80.9,53,CON,0.0,0.0,2,233,77,flow=From-Normal-V51-Stribrek,False,1.0
388031,2011/08/18 11:54:11.797660,0.002112,1,147.32.84.170,38744,  <->,147.32.80.9,53,CON,0.0,0.0,2,251,79,flow=From-Normal-V51-Stribrek,False,1.0
388032,2011/08/18 11:54:11.800700,0.008843,1,147.32.84.170,45639,  <->,147.32.80.9,53,CON,0.0,0.0,2,239,79,flow=From-Normal-V51-Stribrek,False,1.0
388033,2011/08/18 11:54:11.809928,0.007402,1,147.32.84.170,45635,  <->,147.32.80.9,53,CON,0.0,0.0,2,246,79,flow=From-Normal-V51-Stribrek,False,1.0
388041,2011/08/18 11:54:11.838359,0.006375,1,147.32.84.170,60548,  <->,147.32.80.9,53,CON,0.0,0.0,2,277,77,flow=From-Normal-V51-Stribrek,False,1.0
388046,2011/08/18 11:54:11.854950,0.00277,1,147.32.84.170,51615,  <->,147.32.80.9,53,CON,0.0,0.0,2,271,74,flow=From-Normal-V51-Stribrek,False,1.0
388445,2011/08/18 11:54:16.823042,0.004877,2,147.32.84.170,36179,   ->,77.75.77.158,80,FSPA_FSPA,0.0,0.0,10,1989,1407,flow=From-Normal-V51-Stribrek,False,1.0
388448,2011/08/18 11:54:16.937582,15.186295999999999,2,147.32.84.170,42673,   ->,95.168.214.77,80,FSPA_FSPA,0.0,0.0,23,12752,2127,flow=From-Normal-V51-Stribrek,False,2.0
388449,2011/08/18 11:54:16.937736,15.186179000000001,2,147.32.84.170,42674,   ->,95.168.214.77,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,2.0
388455,2011/08/18 11:54:17.112817,0.000346,1,147.32.84.170,60222,  <->,147.32.80.9,53,CON,0.0,0.0,2,188,66,flow=From-Normal-V51-Stribrek,False,1.0
388456,2011/08/18 11:54:17.113354,0.000273,1,147.32.84.170,33013,  <->,147.32.80.9,53,CON,0.0,0.0,2,188,66,flow=From-Normal-V51-Stribrek,False,1.0
388457,2011/08/18 11:54:17.113748,0.020007,1,147.32.84.170,50458,  <->,147.32.80.9,53,CON,0.0,0.0,2,277,84,flow=From-Normal-V51-Stribrek,False,1.0
388458,2011/08/18 11:54:17.113846,0.002078,1,147.32.84.170,50345,  <->,147.32.80.9,53,CON,0.0,0.0,2,215,66,flow=From-Normal-V51-Stribrek,False,1.0
388459,2011/08/18 11:54:17.116350,15.005895,2,147.32.84.170,60238,   ->,95.168.214.66,80,FSPA_FSPA,0.0,0.0,55,42092,3429,flow=From-Normal-V51-Stribrek,False,2.0
388460,2011/08/18 11:54:17.116357,15.00588,2,147.32.84.170,60239,   ->,95.168.214.66,80,FSPA_FSPA,0.0,0.0,26,12476,2011,flow=From-Normal-V51-Stribrek,False,2.0
388461,2011/08/18 11:54:17.116361,15.006037,2,147.32.84.170,60240,   ->,95.168.214.66,80,FSPA_FSPA,0.0,0.0,31,16028,2573,flow=From-Normal-V51-Stribrek,False,2.0
388462,2011/08/18 11:54:17.116404,15.005989999999999,2,147.32.84.170,60241,   ->,95.168.214.66,80,FSPA_FSPA,0.0,0.0,32,17968,2570,flow=From-Normal-V51-Stribrek,False,2.0
388463,2011/08/18 11:54:17.116414,15.005826999999998,2,147.32.84.170,60242,   ->,95.168.214.66,80,FSPA_FSPA,0.0,0.0,87,82261,3139,flow=From-Normal-V51-Stribrek,False,2.0
388464,2011/08/18 11:54:17.116421,15.005981,2,147.32.84.170,60243,   ->,95.168.214.66,80,FSPA_FSPA,0.0,0.0,56,33984,4975,flow=From-Normal-V51-Stribrek,False,2.0
388465,2011/08/18 11:54:17.134226,0.009603,1,147.32.84.170,37945,  <->,147.32.80.9,53,CON,0.0,0.0,2,379,84,flow=From-Normal-V51-Stribrek,False,1.0
388466,2011/08/18 11:54:17.144571,285.003876,2,147.32.84.170,53458,   ->,209.85.148.96,80,FSPA_FSPA,0.0,0.0,38,13984,5747,flow=From-Normal-V51-Stribrek,False,2.0
388484,2011/08/18 11:54:17.238612,0.001823,1,147.32.84.170,49377,  <->,147.32.80.9,53,CON,0.0,0.0,2,208,78,flow=From-Normal-V51-Stribrek,False,1.0
388485,2011/08/18 11:54:17.240812,0.000231,1,147.32.84.170,49517,  <->,147.32.80.9,53,CON,0.0,0.0,2,208,78,flow=From-Normal-V51-Stribrek,False,1.0
388486,2011/08/18 11:54:17.241477,0.048236,1,147.32.84.170,54554,  <->,147.32.80.9,53,CON,0.0,0.0,2,258,78,flow=From-Normal-V51-Stribrek,False,1.0
388488,2011/08/18 11:54:17.290522,0.004604,2,147.32.84.170,44277,   ->,77.78.99.23,80,FSPA_FSPA,0.0,0.0,9,2153,1133,flow=From-Normal-V51-Stribrek,False,1.0
388492,2011/08/18 11:54:17.406947,0.0021550000000000002,1,147.32.84.170,52015,  <->,147.32.80.9,53,CON,0.0,0.0,2,206,75,flow=From-Normal-V51-Stribrek,False,1.0
388493,2011/08/18 11:54:17.407092,0.00237,1,147.32.84.170,36242,  <->,147.32.80.9,53,CON,0.0,0.0,2,156,78,flow=From-Normal-V51-Stribrek,False,1.0
388494,2011/08/18 11:54:17.407220,0.002487,1,147.32.84.170,52684,  <->,147.32.80.9,53,CON,0.0,0.0,2,156,78,flow=From-Normal-V51-Stribrek,False,1.0
388495,2011/08/18 11:54:17.409555,0.000309,1,147.32.84.170,38225,  <->,147.32.80.9,53,CON,0.0,0.0,2,206,75,flow=From-Normal-V51-Stribrek,False,1.0
388496,2011/08/18 11:54:17.409654,0.002439,1,147.32.84.170,39495,  <->,147.32.80.9,53,CON,0.0,0.0,2,156,78,flow=From-Normal-V51-Stribrek,False,1.0
388497,2011/08/18 11:54:17.409813,0.002088,1,147.32.84.170,57680,  <->,147.32.80.9,53,CON,0.0,0.0,2,156,78,flow=From-Normal-V51-Stribrek,False,1.0
388498,2011/08/18 11:54:17.410263,0.002317,1,147.32.84.170,60775,  <->,147.32.80.9,53,CON,0.0,0.0,2,233,75,flow=From-Normal-V51-Stribrek,False,1.0
388499,2011/08/18 11:54:17.412246,0.0023829999999999997,1,147.32.84.170,55125,  <->,147.32.80.9,53,CON,0.0,0.0,2,239,78,flow=From-Normal-V51-Stribrek,False,1.0
388500,2011/08/18 11:54:17.412256,0.002731,1,147.32.84.170,49460,  <->,147.32.80.9,53,CON,0.0,0.0,2,239,78,flow=From-Normal-V51-Stribrek,False,1.0
388501,2011/08/18 11:54:17.413692,0.001895,1,147.32.84.170,47705,  <->,147.32.80.9,53,CON,0.0,0.0,2,152,76,flow=From-Normal-V51-Stribrek,False,1.0
388502,2011/08/18 11:54:17.415532,0.002811,1,147.32.84.170,55276,  <->,147.32.80.9,53,CON,0.0,0.0,2,150,75,flow=From-Normal-V51-Stribrek,False,1.0
388503,2011/08/18 11:54:17.415734,0.002669,1,147.32.84.170,45418,  <->,147.32.80.9,53,CON,0.0,0.0,2,152,76,flow=From-Normal-V51-Stribrek,False,1.0
388504,2011/08/18 11:54:17.415936,0.00278,1,147.32.84.170,44443,  <->,147.32.80.9,53,CON,0.0,0.0,2,152,76,flow=From-Normal-V51-Stribrek,False,1.0
388505,2011/08/18 11:54:17.418535,0.002293,1,147.32.84.170,59389,  <->,147.32.80.9,53,CON,0.0,0.0,2,150,75,flow=From-Normal-V51-Stribrek,False,1.0
388506,2011/08/18 11:54:17.418587,0.002538,1,147.32.84.170,39300,  <->,147.32.80.9,53,CON,0.0,0.0,2,235,76,flow=From-Normal-V51-Stribrek,False,1.0
388507,2011/08/18 11:54:17.418947,0.0025570000000000002,1,147.32.84.170,55434,  <->,147.32.80.9,53,CON,0.0,0.0,2,152,76,flow=From-Normal-V51-Stribrek,False,1.0
388508,2011/08/18 11:54:17.420989,0.0021780000000000002,1,147.32.84.170,34587,  <->,147.32.80.9,53,CON,0.0,0.0,2,233,75,flow=From-Normal-V51-Stribrek,False,1.0
388509,2011/08/18 11:54:17.421631,0.001918,1,147.32.84.170,52462,  <->,147.32.80.9,53,CON,0.0,0.0,2,235,76,flow=From-Normal-V51-Stribrek,False,1.0
388510,2011/08/18 11:54:17.421909,0.002002,1,147.32.84.170,48602,  <->,147.32.80.9,53,CON,0.0,0.0,2,174,87,flow=From-Normal-V51-Stribrek,False,1.0
388511,2011/08/18 11:54:17.423922,0.001875,1,147.32.84.170,60979,  <->,147.32.80.9,53,CON,0.0,0.0,2,156,78,flow=From-Normal-V51-Stribrek,False,1.0
388512,2011/08/18 11:54:17.424039,0.0032890000000000003,1,147.32.84.170,46504,  <->,147.32.80.9,53,CON,0.0,0.0,2,174,87,flow=From-Normal-V51-Stribrek,False,1.0
388513,2011/08/18 11:54:17.424303,0.003038,1,147.32.84.170,47771,  <->,147.32.80.9,53,CON,0.0,0.0,2,154,77,flow=From-Normal-V51-Stribrek,False,1.0
388514,2011/08/18 11:54:17.425990,0.0025510000000000003,1,147.32.84.170,36497,  <->,147.32.80.9,53,CON,0.0,0.0,2,156,78,flow=From-Normal-V51-Stribrek,False,1.0
388515,2011/08/18 11:54:17.427511,0.00196,1,147.32.84.170,46691,  <->,147.32.80.9,53,CON,0.0,0.0,2,154,77,flow=From-Normal-V51-Stribrek,False,1.0
388516,2011/08/18 11:54:17.427516,0.002555,1,147.32.84.170,40396,  <->,147.32.80.9,53,CON,0.0,0.0,2,257,87,flow=From-Normal-V51-Stribrek,False,1.0
388517,2011/08/18 11:54:17.428725,0.0021809999999999998,1,147.32.84.170,44203,  <->,147.32.80.9,53,CON,0.0,0.0,2,239,78,flow=From-Normal-V51-Stribrek,False,1.0
388518,2011/08/18 11:54:17.429741,0.0021550000000000002,1,147.32.84.170,36799,  <->,147.32.80.9,53,CON,0.0,0.0,2,237,77,flow=From-Normal-V51-Stribrek,False,1.0
388519,2011/08/18 11:54:17.430858,0.002297,1,147.32.84.170,32850,  <->,147.32.80.9,53,CON,0.0,0.0,2,156,78,flow=From-Normal-V51-Stribrek,False,1.0
388520,2011/08/18 11:54:17.431772,0.002255,1,147.32.84.170,34447,  <->,147.32.80.9,53,CON,0.0,0.0,2,152,76,flow=From-Normal-V51-Stribrek,False,1.0
388521,2011/08/18 11:54:17.433706,0.002877,1,147.32.84.170,60085,  <->,147.32.80.9,53,CON,0.0,0.0,2,156,78,flow=From-Normal-V51-Stribrek,False,1.0
388522,2011/08/18 11:54:17.434141,0.0023829999999999997,1,147.32.84.170,59499,  <->,147.32.80.9,53,CON,0.0,0.0,2,168,84,flow=From-Normal-V51-Stribrek,False,1.0
388523,2011/08/18 11:54:17.434260,0.002462,1,147.32.84.170,39504,  <->,147.32.80.9,53,CON,0.0,0.0,2,152,76,flow=From-Normal-V51-Stribrek,False,1.0
388524,2011/08/18 11:54:17.436726,0.001721,1,147.32.84.170,33264,  <->,147.32.80.9,53,CON,0.0,0.0,2,168,84,flow=From-Normal-V51-Stribrek,False,1.0
388525,2011/08/18 11:54:17.436880,0.002804,1,147.32.84.170,57094,  <->,147.32.80.9,53,CON,0.0,0.0,2,239,78,flow=From-Normal-V51-Stribrek,False,1.0
388526,2011/08/18 11:54:17.436887,0.002882,1,147.32.84.170,42451,  <->,147.32.80.9,53,CON,0.0,0.0,2,235,76,flow=From-Normal-V51-Stribrek,False,1.0
388527,2011/08/18 11:54:17.438693,0.002102,1,147.32.84.170,36441,  <->,147.32.80.9,53,CON,0.0,0.0,2,251,84,flow=From-Normal-V51-Stribrek,False,1.0
388528,2011/08/18 11:54:17.440458,0.002094,1,147.32.84.170,59636,  <->,147.32.80.9,53,CON,0.0,0.0,2,154,77,flow=From-Normal-V51-Stribrek,False,1.0
388529,2011/08/18 11:54:17.440712,0.002176,1,147.32.84.170,36714,  <->,147.32.80.9,53,CON,0.0,0.0,2,152,76,flow=From-Normal-V51-Stribrek,False,1.0
388530,2011/08/18 11:54:17.441692,0.002414,1,147.32.84.170,38066,  <->,147.32.80.9,53,CON,0.0,0.0,2,148,74,flow=From-Normal-V51-Stribrek,False,1.0
388531,2011/08/18 11:54:17.442974,0.0024059999999999997,1,147.32.84.170,60737,  <->,147.32.80.9,53,CON,0.0,0.0,2,154,77,flow=From-Normal-V51-Stribrek,False,1.0
388532,2011/08/18 11:54:17.442983,0.002082,1,147.32.84.170,38691,  <->,147.32.80.9,53,CON,0.0,0.0,2,152,76,flow=From-Normal-V51-Stribrek,False,1.0
388533,2011/08/18 11:54:17.444320,0.0020670000000000003,1,147.32.84.170,33185,  <->,147.32.80.9,53,CON,0.0,0.0,2,148,74,flow=From-Normal-V51-Stribrek,False,1.0
388534,2011/08/18 11:54:17.445272,0.002252,1,147.32.84.170,58262,  <->,147.32.80.9,53,CON,0.0,0.0,2,235,76,flow=From-Normal-V51-Stribrek,False,1.0
388535,2011/08/18 11:54:17.445575,0.002184,1,147.32.84.170,55462,  <->,147.32.80.9,53,CON,0.0,0.0,2,237,77,flow=From-Normal-V51-Stribrek,False,1.0
388536,2011/08/18 11:54:17.446574,0.001756,1,147.32.84.170,39723,  <->,147.32.80.9,53,CON,0.0,0.0,2,231,74,flow=From-Normal-V51-Stribrek,False,1.0
388540,2011/08/18 11:54:17.596794,0.000315,1,147.32.84.170,59282,  <->,147.32.80.9,53,CON,0.0,0.0,2,257,87,flow=From-Normal-V51-Stribrek,False,1.0
388541,2011/08/18 11:54:17.597522,0.0004,1,147.32.84.170,48985,  <->,147.32.80.9,53,CON,0.0,0.0,2,375,87,flow=From-Normal-V51-Stribrek,False,1.0
388542,2011/08/18 11:54:17.598591,284.54892,2,147.32.84.170,45736,   ->,74.125.232.217,80,FSPA_FSRPA,0.0,0.0,36,10763,6843,flow=From-Normal-V51-Stribrek,False,2.0
388702,2011/08/18 11:54:19.850714,0.000302,1,147.32.84.170,40361,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
388703,2011/08/18 11:54:19.851469,0.000396,1,147.32.84.170,60396,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
388704,2011/08/18 11:54:19.852342,0.018537,2,147.32.84.170,37314,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
389244,2011/08/18 11:54:29.852527,0.00041799999999999997,1,147.32.84.170,50958,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
389245,2011/08/18 11:54:29.853481,0.000278,1,147.32.84.170,47832,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
389246,2011/08/18 11:54:29.854567,0.018452,2,147.32.84.170,37315,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
389416,2011/08/18 11:54:32.503355,0.00034700000000000003,1,147.32.84.170,43453,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
389417,2011/08/18 11:54:32.504255,0.00038500000000000003,1,147.32.84.170,58161,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
389418,2011/08/18 11:54:32.506858,0.220266,2,147.32.84.170,34802,   ->,195.24.233.55,80,FSPA_FSPA,0.0,0.0,10,1218,549,flow=From-Normal-V51-Stribrek,False,1.0
389743,2011/08/18 11:54:36.464931,0.000153,1,147.32.84.164,41922,  <->,147.32.80.9,53,CON,0.0,0.0,2,232,79,flow=From-Normal-V51-Grill,False,0.0
389744,2011/08/18 11:54:36.465565,0.00058,1,147.32.84.164,32954,  <->,147.32.80.9,53,CON,0.0,0.0,2,574,79,flow=From-Normal-V51-Grill,False,1.0
389745,2011/08/18 11:54:36.466537,241.985596,2,147.32.84.164,44859,   ->,74.125.232.198,443,SRPA_FSPA,0.0,0.0,31,4953,1543,flow=From-Normal-V51-Grill,False,2.0
389965,2011/08/18 11:54:39.850809,0.000294,1,147.32.84.170,45885,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
389966,2011/08/18 11:54:39.851523,0.0003,1,147.32.84.170,34832,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
389967,2011/08/18 11:54:39.852256,0.019275999999999998,2,147.32.84.170,34720,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
390527,2011/08/18 11:54:47.936627,24.189476000000003,2,147.32.84.170,42688,   ->,95.168.214.77,80,FSPA_FSPA,0.0,0.0,42,35729,4565,flow=From-Normal-V51-Stribrek,False,2.0
390534,2011/08/18 11:54:48.026490,0.005339,2,147.32.84.170,44284,   ->,77.78.99.23,80,FSPA_FSPA,0.0,0.0,9,2034,1150,flow=From-Normal-V51-Stribrek,False,1.0
390542,2011/08/18 11:54:48.059255,254.08934,2,147.32.84.170,53467,   ->,209.85.148.96,80,FSPA_FSPA,0.0,0.0,30,8736,4202,flow=From-Normal-V51-Stribrek,False,2.0
390543,2011/08/18 11:54:48.059269,0.01128,1,147.32.84.170,48942,  <->,147.32.80.9,53,CON,0.0,0.0,2,198,73,flow=From-Normal-V51-Stribrek,False,1.0
390544,2011/08/18 11:54:48.059396,254.08926400000001,2,147.32.84.170,53468,   ->,209.85.148.96,80,FSPA_FSPA,0.0,0.0,30,8736,4202,flow=From-Normal-V51-Stribrek,False,2.0
390545,2011/08/18 11:54:48.071002,0.000266,1,147.32.84.170,51911,  <->,147.32.80.9,53,CON,0.0,0.0,2,198,73,flow=From-Normal-V51-Stribrek,False,1.0
390546,2011/08/18 11:54:48.071730,0.011454,1,147.32.84.170,48999,  <->,147.32.80.9,53,CON,0.0,0.0,2,223,73,flow=From-Normal-V51-Stribrek,False,1.0
390547,2011/08/18 11:54:48.083869,0.004057,2,147.32.84.170,60277,   ->,77.78.99.25,80,FSPA_FSPA,0.0,0.0,9,1786,966,flow=From-Normal-V51-Stribrek,False,1.0
390559,2011/08/18 11:54:48.282087,253.865433,2,147.32.84.170,45746,   ->,74.125.232.217,80,FSPA_FSRPA,0.0,0.0,30,7582,4770,flow=From-Normal-V51-Stribrek,False,2.0
390675,2011/08/18 11:54:49.847113,12.277883000000001,2,147.32.84.170,60257,   ->,95.168.214.66,80,FSPA_FSPA,0.0,0.0,18,6077,1412,flow=From-Normal-V51-Stribrek,False,2.0
390676,2011/08/18 11:54:49.850612,0.000398,1,147.32.84.170,37525,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
390677,2011/08/18 11:54:49.851540,0.000332,1,147.32.84.170,60337,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
390678,2011/08/18 11:54:49.852671,0.017787,2,147.32.84.170,35988,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
390691,2011/08/18 11:54:49.910673,0.005626,2,147.32.84.170,44291,   ->,77.78.99.23,80,FSPA_FSPA,0.0,0.0,9,2038,1154,flow=From-Normal-V51-Stribrek,False,1.0
390692,2011/08/18 11:54:49.920190,0.003604,2,147.32.84.170,60282,   ->,77.78.99.25,80,FSPA_FSPA,0.0,0.0,9,2575,962,flow=From-Normal-V51-Stribrek,False,1.0
390696,2011/08/18 11:54:50.113392,0.00020899999999999998,1,147.32.84.170,45504,  <->,147.32.80.9,53,CON,0.0,0.0,2,208,78,flow=From-Normal-V51-Stribrek,False,1.0
390697,2011/08/18 11:54:50.113707,252.033829,2,147.32.84.170,45751,   ->,74.125.232.217,80,FSPA_FSRPA,0.0,0.0,27,5983,3725,flow=From-Normal-V51-Stribrek,False,2.0
390698,2011/08/18 11:54:50.113832,0.00028199999999999997,1,147.32.84.170,55914,  <->,147.32.80.9,53,CON,0.0,0.0,2,208,78,flow=From-Normal-V51-Stribrek,False,1.0
390699,2011/08/18 11:54:50.114471,0.000279,1,147.32.84.170,41001,  <->,147.32.80.9,53,CON,0.0,0.0,2,258,78,flow=From-Normal-V51-Stribrek,False,1.0
390700,2011/08/18 11:54:50.115342,0.003622,2,147.32.84.170,38883,   ->,77.78.99.22,80,FSPA_FSPA,0.0,0.0,9,1901,1046,flow=From-Normal-V51-Stribrek,False,1.0
